Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
VE,16701,PLAZA,4
VE,16742,,165
VE,16747,,0.04
VE,16749,,2575
VE,16751,,10
VE,16753,MERPLUS,105
VE,16754,SIMBA,19
VE,16755,,75
VE,16761,,10
VE,16772,,34
VE,16776,,96.75
VE,16776,ASSET FIVE,9
VE,16779,,322
VE,16779,TONALE,446
VE,16780,,180
VE,16780,SERENADE ASO,15
VE,16783,,1217
VE,16783,NICARAGUA,48
VE,16785,,4.2
VE,16787,,833
VE,16787,CLINIC ST,1069
VE,16792,,2.5
VE,16794,,29
VE,16794,SILGLIF ST,7
VE,16796,JOICE 55 D,149
VE,16797,,14
VE,16799,ALEXIN 75 LS,20
VE,16802,,1916
VE,16802,ZYPAR,631
VE,16813,,15.8
VE,16816,,10
VE,16818,,76
VE,16819,NATUR BREAKER,230
VE,16820,,42
VE,16827,,3
VE,16827,MAISOT,28
VE,16828,MAKURI MAX,6
VE,16831,,11036
VE,16831,GLIFENE BIOGRADE,2397
VE,16831,GLIFENE BIOGRADE PFNPE,12
VE,16833,PANTOX 360 SUPER,1660
VE,16835,,33.5
VE,16842,,6
VE,16843,,2130
VE,16846,,42.7
VE,16846,VESTICOR,1.5
VE,16847,CIRCUS  WG,0.1
VE,16857,,2
VE,16858,KENJA,2
VE,16867,,60
VE,16867,GLISTER STAR,500
VE,16882,,588
VE,16882,PROPULSE,454
VE,16886,,470.75
VE,16886,CLOSER,92
VE,16886,CLOSER 120 SL,2.75
VE,16891,,1
VE,16895,,14.8
VE,16896,,3
VE,16902,,549
VE,16904,KIDEKA 100 SC,1
VE,16906,,1350
VE,16906,GHIBLI PLUS,225
VE,16907,WHISPER,80
VE,16916,,20
VE,16916,BUGGY G,43
VE,16925,WISH TOP,430
VE,16933,,3
VE,16935,,190
VE,16935,VERDRAM IDRO HI BIO,1530
VE,16939,,34
VE,16945,,54.6
VE,16945,SERCADIS,252.5
VE,16950,MANAMID 100 SC,575
VE,16951,,44
VE,16951,ESQUIVE WP,2
VE,16957,,5954
VE,16957,ZORVEC VINABRIA,1341
VE,16958,,2.8
VE,16963,,25.5
VE,16963,AVENOX 240,8.5
VE,16976,,960
VE,16976,VITIKAPPA,6.3
VE,16988,,5330
VE,17003,,452
VE,17003,PRIAXOR,34
VE,17005,,46
VE,17005,CLOMATE,42
VE,17006,,14
VE,17007,ERADICOAT,5
VE,17010,TIXAL TRI,110
VE,17014,,71.5
VE,17026,,200
VE,17038,,8376
VE,17038,TUAREG NEW,4861
VE,17058,,31
VE,17058,ROMEO,25.07
VE,17060,,72
VE,17065,,170
VE,17065,KAURITIL ULTRA WG,345
VE,17066,,2007
VE,17066,PRAXIM,33
VE,17069,,10
VE,17075,,3182.45
VE,17075,MOVIDA,36.4
VE,17076,,197
VE,17077,,7
VE,17078,,955
VE,17078,QUANTUM L,309
VE,17079,,1500
VE,17079,FORCE EVO,2280
VE,17081,,940
VE,17091,,12
VE,17091,CHAMP 20 WG,240
VE,17099,,17
VE,17107,,193
VE,17107,SPYRIT 50 SC,3
VE,17115,,536
VE,17115,ZETROLA,244
VE,17116,,176
VE,17116,ACTIVUS ME,372
VE,17118,,2
VE,17119,SQUARE EC,22
VE,17121,,0.66
VE,17121,ATLANTIS ACTIV,5.94
VE,17125,LOCK UP,19
VE,17164,,318
VE,17165,,200
VE,17168,VERDRAM TRI HI BIO,915
VE,17178,,23
VE,17178,TOTAL GREEN L,13
VE,17189,,680
VE,17203,PENDI 40,35
VE,17203,PETANCK SC,2
VE,17204,CYPRUS 25 WG,7
VE,17209,,356
VE,17209,DAVAI,161
VE,17211,,30
VE,17212,,74
VE,17212,ISERAN,128
VE,17217,,108
VE,17217,ARMICARB SPRAY PFNPE,141
VE,17217,ARMICARB SPRAY PFNPE ML. 750,25.5
VE,17234,,549.5
VE,17234,MAYA 70 WG,62.5
VE,17248,,62.25
VE,17248,ZORVEC VINABEL,76
VE,17254,,1.2
VE,17261,POKER GEO,870
VE,17270,,1159
VE,17270,ASCRA XPRO,6
VE,17272,,21
VE,17272,SERIFEL,4
VE,17275,,7
VE,17278,KIDEKA,2
VE,17281,PETALIN,19
VE,17293,,72
VE,17294,,10.8
VE,17304,KAN-DOO,170
VE,17306,,7
VE,17311,,10
VE,17317,,26
VE,17320,,25.5
VE,17320,SENIOR 75 WG,20
VE,17337,VANGUARD,80
VE,17345,,4
VE,17346,,2545
VE,17346,EXOSET 240 EC,2211
VE,17350,,10
VE,17354,,90
VE,17355,,1
VE,17358,,30
VE,17358,BLAISE ULTRA,9
VE,17360,,2833
VE,17360,MAGO,1530
VE,17366,,43.2
VE,17368,,1
VE,17368,ALETIL DF,5
VE,17371,,370
VE,17372,,254
VE,17372,COPRANTOL 30 WG,104
VE,17377,,96.06
VE,17377,REFINE SX,41.07
VE,17378,,33.2
VE,17396,,18
VE,17398,,641
VE,17402,BOTECTOR NEW,6
VE,17422,,1243
VE,17422,ENVITA SC,315
VE,17427,,190
VE,17427,TALISMAN 40 OD,240
VE,17432,,7
VE,17435,,2652
VE,17435,BOLTEX F,54
VE,17435,RIDOMIL GOLD COMBI WG,2260
VE,17435,RIDONIL GOLD COMBI,3
VE,17438,,4
VE,17451,,90
VE,17451,TEKKEN,102
VE,17454,,235
VE,17454,ENCARIT,31.7
VE,17455,,71
VE,17455,PALIO,77.5
VE,17461,,404.05
VE,17461,ORONDIS,119.1
VE,17462,,2.5
VE,17462,ORONDIS VEG,0.6
VE,17469,,172.05
VE,17469,TAEGRO,332
VE,17470,,812
VE,17470,LIMOCIDE,259
VE,17471,,183.8
VE,17472,,2748
VE,17472,JADE,1468
VE,17489,BELTHIRUL,1
VE,17496,,452
VE,17497,,204
VE,17500,ELAND WG,0.5
VE,17502,LINCE,43
VE,17508,,1940
VE,17508,POLYCOM 70 DF,785
VE,17522,,3
VE,17523,LUMIX BIO,5
VE,17529,,8.75
VE,17533,,20
VE,17541,,1791.5
VE,17541,CHANTICO,126.5
VE,17549,,40
VE,17551,CYPERFOR 100 EW,10
VE,17557,,1
VE,17580,,770
VE,17586,,416
VE,17586,AXIAL ONE,357
VE,17597,,134.43
VE,17597,SHINKON,113.51
VE,17598,,9.84
VE,17598,AFINTO,0.28
VE,17601,,4
VE,17611,,28
VE,17612,,99.77
VE,17634,,497
VE,17634,FRAXION,13
VE,17642,,1280
VE,17650,,175
VE,17650,IRONMAX PRO,15
VE,17651,,455
VE,17655,,384
VE,17657,,20
VE,17661,PRESTIGAN EKO,60
VE,17665,,196
VE,17665,PYRUS PRO,94
VE,17666,,474
VE,17666,PROSARO PLUS,636
VE,17671,,162
VE,17671,VENZAR SC,188
VE,17676,,58.27
VE,17677,,23.64
VE,17680,,13
VE,17689,,53.5
VE,17689,MOXYL MK,6
VE,17693,,426
VE,17698,,50
VE,17698,ASSORAM ELITE 20 WDG,100
VE,17699,IDROX 15,730
VE,17715,,13
VE,17743,,231
VE,17743,SHALLOW,3
VE,17744,,7
VE,17745,PREDILECTO,12
VE,17746,,102
VE,17746,CLEMATIS,24
VE,17749,,10
VE,17751,,327
VE,17752,,411
VE,17752,STAVENTO,424
VE,17754,,2218
VE,17754,REVYCARE,434
VE,17760,,4.84
VE,17769,,0.25
VE,17769,VULPIN,1
VE,17785,,15.5
VE,17803,,75
VE,17804,,10
VE,17807,,135
VE,17807,PARLEAF,15
VE,17808,ANTENE S,670
VE,17816,,42.75
VE,17819,,7
VE,17820,,20
VE,17824,,1089
VE,17824,MIRADOR TURBO,73
VE,17826,,1203
VE,17826,DOMARK 125 PLUS,365.25
VE,17840,,375
VE,17840,OLIOCIN PLUS,150
VE,17863,,195
VE,17863,AFFLANK,545
VE,17865,,384
VE,17873,,0.2
VE,17880,,36
VE,17888,,185
VE,17888,VOLIAM,60.5
VE,17890,GEATER MAXI,350
VE,17894,,660
VE,17913,,553
VE,17920,,782
VE,17920,GHIBLI TM,17
VE,17921,,791
VE,17922,,408
VE,17923,,12
VE,17925,,100
VE,17931,,315
VE,17932,,3206
VE,17932,ORO-QUIN,856
VE,17938,,11687
VE,17938,CLINIC TF,535
VE,17944,,2
VE,17945,,486
VE,17945,LUMEO,162.2
VE,17946,,182
VE,17947,,3056.25
VE,17947,CODAL,748.5
VE,17951,,1866
VE,17951,AUDACE SC,1902
VE,17957,HERITAGE,0.3
VE,17961,,3910
VE,17963,,2890
VE,17963,TIOVIT 800 L,930
VE,17976,,15
VE,17998,,20
VE,18001,,1210
VE,18001,MIKONOS,115
VE,18003,,378
VE,18003,CUNEB,517.5
VE,18009,,8
VE,18021,,193.05
VE,18021,PECARI 300,109.85
VE,18022,,190
VE,18038,ACTICLASTER,8
VE,18044,PATTON FLEX,60
VE,18070,,536
VE,18070,JANERO 480 SL,26
VE,18072,,59
VE,18072,SONAVIO,1
VE,18074,,10978
VE,18074,ROUNDUP FUTURE,735
VE,18081,,33
VE,18082,,518.1
VE,18082,SERCADIS SC,106.3
VE,18083,,235
VE,18083,LIRONAS,6
VE,18084,,15995
VE,18092,,1534
VE,18092,REVYSTAR XL,748
VE,18103,,20
VE,18109,,101
VE,18109,KASKO MET,30
VE,18111,,435
VE,18119,SINALA,6
VE,18125,,6.25
VE,18133,,60
VE,18134,DOMARK CEREALI,35
VE,18137,,4437
VE,18137,REVYSION,808
VE,18139,,1439
VE,18139,IRONITE PFNPE,557
VE,18143,,417.5
VE,18143,QUESTAR,817.5
VE,18147,AUDACE EC,6
VE,18148,,7580
VE,18148,BUGGY GOLD,3620
VE,18152,,665
VE,18153,,10
VE,18155,,15
VE,18156,,8
VE,18160,PYROGAL,41
VE,18163,,7
VE,18164,,1368
VE,18172,,635
VE,18181,,3805
VE,18181,UNIVOQ,751
VE,18182,,1975
VE,18182,ZOLVIS 80 ULTRA,975
VE,18206,,739.11
VE,18206,ZONGRUUM,10.13
VE,18213,,10.04
VE,18213,BACILLUS CHEMIA PFNPE,28
VE,18214,ROMEO PFNPE,0.58
VE,18216,,35
VE,18216,VITIKAPPA PFNPE,58.65
VE,18222,,1290
VE,18222,FERRAMOL PFNPE,8646.7
VE,18223,,433.5
VE,18223,NATRIA LUMACHICIDA PFNPE,661
VE,18223,SLB LUMAKE PFNPE GR. 500,10
VE,18224,,351
VE,18224,SAPULI',50
VE,18225,,5
VE,18229,,2.5
VE,18229,BAC MK PFNPE,19.15
VE,18232,,39.5
VE,18232,BORDOFLOW NEW PFNPE,12.75
VE,18235,,91
VE,18235,CIOPPER PFNPE,60.5
VE,18239,,45.2
VE,18239,FLIPPER PFNPE,27.7
VE,18239,SLB FLIPPER PFNPE ML. 50,2.4
VE,18241,,30.35
VE,18241,IDRORAME FLOW PFNPE,21.28
VE,18242,,10.85
VE,18242,LEPINOX PLUS PFNPE,47.06
VE,18244,,33.57
VE,18244,MOMENTUM PFNPE,40.95
VE,18245,,207.9
VE,18245,POLTIGLIA MANICA 20 WG PFNPE,318.89
VE,18251,,3
VE,18251,TIOLENE PFNPE,6
VE,18253,,13.83
VE,18253,VERDERAME 20 WG PFNPE,40.98
VE,18256,NISUS 3B PFNPE,16.5
VE,18257,,2.46
VE,18257,3LOGY PFNPE,6.48
VE,18257,VITHAL 3 3LOGY PFNPE ML. 100,1.2
VE,18259,,415.5
VE,18259,BARBARIAN BIOGRADE 360 PFNPE,3393
VE,18259,BarbarianBiograde 360PFnPE,344
VE,18261,,738.5
VE,18261,BARCLAY GALLUP BIOGRADE 360 PFNPE,302
VE,18263,,385.7
VE,18263,BIOLID UP PFNPE,283.5
VE,18263,VITHAL BIOLID ML. 500,19.5
VE,18266,COBRE NORDOX SUPER 75 WG PFNPE,9.1
VE,18267,,5.2
VE,18267,CONTENDER 80 WG PFNPE,7.2
VE,18269,,520
VE,18269,GLIFENE BIOGRADE PFNPE,793.5
VE,18269,GLIFOSATE BIOGRADE ML. 500,50
VE,18270,,2466
VE,18270,GLIPHOGAN TOP CL PFNPE,10264.1
VE,18274,NEMGUARD GRANULES PFNPE,8.25
VE,18277,,55.5
VE,18277,SHAMAL MK PLUS CL PFNPE,1092
VE,18282,,2299
VE,18282,TRUSTEE 450 PFNPE,674
VE,18282,VEBI TRUSTEE 450 TM ML. 500,5.5
VE,18283,XEDAVIR PFNPE,2.5
VE,18284,,34.9
VE,18284,WANAX PFNPE,15.8
VE,18287,,700
VE,18288,,17
VE,18290,,310
VE,18290,FOLPETIS 50 SC,27
VE,18292,,5030
VE,18292,YUKON,950
VE,18307,,43
VE,18313,FERRONITE PFNPE,315
VE,18318,,78.72
VE,18318,PRINCIPAL FORTE,79.76
VE,18332,LOGRADO 360 SL,1405
VE,18369,,740
VE,18369,HALVETIC,780
VE,18393,,324
VE,18393,CURZATE EFFE WG,390
VE,18394,,1182
VE,18394,FALTEX 50 SC,12
VE,18409,,2
VE,18427,,20
VE,18443,BONAFIDE,230
VE,18445,,300
VE,18445,PANTERA TOP,55
VE,18459,FURY STAR,700
VE,18461,,260
VE,18490,,548
VE,18490,BRIXTON,668
VE,18495,,40
VE,18523,DIABLO SC,0.2
VE,18525,,320
VE,18530,,1745
VE,18530,WEEDMASTER PRO 540,10
VE,18544,,5440
VE,18573,,7.9
VE,18573,TUTAVIR ER3,1
VE,18593,,4262.5
VE,18604,,40
VE,18608,,31
VE,18619,,45
VE,18674,,9020
VE,18679,,20200
VE,18679,DGEO XIX,2000
VI,13,THIOPRON,8990
VI,13,THIOPRON X LT 10,220
VI,133,U 46 D-FLUID,10
VI,206,ALBENE,26
VI,599,ACUPRICO 76 WG,110
VI,909,,190
VI,909,POLISOLFURO DI CALCIO POLISENIO,250
VI,1155,,1
VI,1155,CHEMOL 90 EL,5
VI,1156,,100
VI,1156,CHEMOL,2615
VI,1562,,6
VI,1573,BASAMID GRANULAT,280
VI,1583,MICROTHIOL DISPERSS,87977
VI,1583,MICROTHIOL DISPERSS X KG 15,390
VI,1850,IDRORAME FLOW,1060.25
VI,2191,WETTING PLUS,80
VI,2259,PASTA LUMACHICIDA IN GRANI,85
VI,2260,,10
VI,2291,ESCA REGINA N,78
VI,2307,,14.7
VI,2307,VECTOR,586
VI,2307,VECTOR X LT 1,155
VI,2307,VECTOR X LT 5,55
VI,2732,GOLTIX,112
VI,2732,GOLTIX X KG 1,3
VI,2923,,2478
VI,2923,TIOVIT JET,11596
VI,2923,TIOVIT JET X KG 1,14
VI,2983,NIMROD,0.1
VI,3102,,25
VI,3102,OLEOTER,39
VI,3163,U 46 M STAR,16
VI,3163,U 46 M STAR X LT 1,14
VI,3182,,55
VI,3343,,18
VI,3343,U46 M CLASS,430
VI,3486,TRISCABOL DG,327
VI,3503,AGRUMIN,220
VI,3553,CURZATE,57
VI,3640,,20
VI,3767,,42
VI,3767,FENOXILENE 200,198
VI,3767,FENOXILENE 200 X LT 1,3
VI,3779,VAPAM,200
VI,3817,,18
VI,3817,DISERBONE KN,77
VI,4701,,3
VI,4701,PIRIMOR 50,13
VI,4710,,1
VI,4710,ALIETTE,207.5
VI,4896,RIGENAL P,0.6
VI,5152,TIOSPOR WG,8072
VI,5574,LUMAKIDIN 5G,475
VI,6321,STIMOLANTE 66F,3
VI,6437,,33
VI,6555,K-OBIOL ULV 6,45
VI,6556,,11
VI,6556,K-OBIOL DP2,22
VI,6557,K-OBIOL EC 25,11
VI,6771,,199
VI,6816,NU BAIT,4
VI,6873,IDRORAME 193,80
VI,6945,,7
VI,6945,TOPAS 10 EC,306
VI,6956,TARGA FLO,16
VI,7020,BAGNANTE CIFO,234
VI,7020,BAGNANTE CIFO NEW,141
VI,7053,PASTA CAFFARO NC,143
VI,7055,PASTA CAFFARO BLU,23
VI,7368,TURFENE L,176
VI,7379,VENZAR,9.5
VI,7401,POLTIGLIA CAFFARO 20 DF NEW,97
VI,7483,,240
VI,7483,DEVRINOL F,8
VI,7644,TENSIL,3
VI,7700,,2.8
VI,7700,MATACAR FL,6.2
VI,7700,MATACAR FL X ML 200,0.4
VI,7736,ZOLFO SCORREVOLE TRIVENTILATO 95% S,4105
VI,7764,TIOLENE,10
VI,7911,AIRONE EXTRA,490
VI,7916,,1695
VI,7916,POLYRAM DF,9507
VI,7916,POLYRAM DF X KG 10,60
VI,7919,,830
VI,7919,TOUCHDOWN,2409
VI,7919,TOUCHDOWN X LT 20,1220
VI,7930,,4
VI,7930,KERB FLO,203
VI,7930,KERB FLO X LT 1,5
VI,7961,RIZOLEX  GOLD,28
VI,8023,SUMIALFA ECHO,333
VI,8102,,100
VI,8102,MERPAN 80 WDG,795
VI,8146,,1.5
VI,8146,GALLERY,44.5
VI,8184,,490
VI,8184,CHALLENGE,206
VI,8184,CHALLENGE X LT 1,4
VI,8189,,6110
VI,8259,LAMDEX EXTRA,21
VI,8376,,225
VI,8376,ARIANE II,216
VI,8382,ROUNDUP BIOFLOW,5.04
VI,8498,FOLICUR WG,357.5
VI,8542,FORUM 50 WP,128
VI,8542,FORUM 50 WP X KG 1,13
VI,8546,DANITRON,4
VI,8558,PIRETRO VERDE,330.55
VI,8599,,39
VI,8601,,34
VI,8601,FOLPAN 80 WDG,18774.1
VI,8601,FOLPAN 80 WDG X KG 1,29
VI,8601,FOLPAN 80 WDG X KG 5,20
VI,8617,,7
VI,8617,BANVEL 480 S,79
VI,8656,GLIFENE HP,10
VI,8706,,7
VI,8706,AMID THIN W,3
VI,8735,,206
VI,8735,TREBON UP,850.7
VI,8735,TREBON UP X ML 500,2.5
VI,8795,VERTIMEC EC,57.25
VI,8796,SELECT,4
VI,8801,SCORE 25 EC,152.25
VI,8836,,34
VI,8836,MIMIC,50
VI,8837,GERMON BEWURZELUNGSPUDER PER TALEE ,1.3
VI,8838,GERMON BEWURZELUNGSPUDER PER TALEE ,2.7
VI,8874,ETOFUM - FL,3
VI,8899,ZOLFO VENTILATO RAMATO 5%,650
VI,8929,,17.5
VI,8929,TOPIK 240 EC,17.5
VI,8934,,22
VI,8934,SCALA,38
VI,9005,AGIL,543
VI,9005,AGIL X LT 1,134
VI,9012,CUPROCAFFARO MICRO,626
VI,9041,,10140
VI,9210,,40
VI,9210,QUADRIS,652
VI,9210,QUADRIS X LT 1,2
VI,9244,,140
VI,9244,ZIRAMIT 76 WG,170
VI,9280,TOPAS 200 EW,55.5
VI,9342,DELTRIN,15
VI,9371,PEAK,0.2
VI,9422,,50
VI,9422,EVADE,1356.45
VI,9449,EMERALD COMBI,1568
VI,9449,EMERALD COMBI X KG 1,10
VI,9449,EMERALD COMBI X KG 5,5
VI,9477,,12
VI,9531,,12
VI,9569,ZETARAM 3B FL,1564
VI,9569,ZETARAM 3B FL X LT 1,3
VI,9578,,22
VI,9578,SWITCH,496.5
VI,9599,CAPITOL,30
VI,9612,OSSICLOR 30,175
VI,9627,SOLUTION 20 DISPERSS,240
VI,9705,PREVITER,116
VI,9723,,2270
VI,9724,TIOWETTING DF,10
VI,9790,CONTATTO 320,2
VI,9800,,91.35
VI,9800,MAVRIK SMART,537.45
VI,9843,,226.7
VI,9843,BASAGRAN SG,650
VI,9843,BASAGRAN SG X KG 3,15
VI,9954,,259
VI,9954,JOKER,944
VI,9954,JOKER X LT 1,43
VI,9954,JOKER X LT 5,40
VI,10029,KING,41
VI,10048,KUMULUS TECNO,75
VI,10106,RIDOMIL GOLD COMBI WP,38
VI,10117,,175
VI,10117,STRATOS ULTRA,534
VI,10117,STRATOS ULTRA X LT 1,24
VI,10117,STRATOS ULTRA X LT 5,75
VI,10118,,222
VI,10118,AMISTAR,69
VI,10161,,68
VI,10161,ORTIVA,84
VI,10220,DICOPUR COMBI,2
VI,10224,,640
VI,10296,,40
VI,10296,IPERION,920
VI,10305,OIKOS,35
VI,10306,,12
VI,10306,MISTRAL,114
VI,10324,,50
VI,10357,RIGRON SG,3
VI,10381,,53
VI,10381,CONCORDE 40 EW,4
VI,10415,,2
VI,10423,LUMACHICIDA VEBI,184
VI,10425,SCUDEX,1
VI,10439,,4
VI,10474,TERDIM,30
VI,10479,,82
VI,10479,NATURALIS,122
VI,10560,PIRETRO NATURA,24
VI,10573,,70
VI,10573,KOCIDE 2000,862
VI,10573,KOCIDE 2000 X KG 1,2
VI,10573,KOCIDE 2000 X KG 10,110
VI,10577,,439
VI,10577,METRIPHAR 70 WG,129
VI,10577,METRIPHAR 70 WG X KG 0.5,53.5
VI,10585,,80
VI,10585,SULCOTREK X LT 5,85
VI,10588,BIOPIREN PLUS,31
VI,10589,FLORA VERDE PFNPE,0.4
VI,10604,EMERALD 40 EW,267.79
VI,10627,,10
VI,10632,COBRE NORDOX SUPER 75 WG,141
VI,10647,DINAPIC,45
VI,10671,CUAGRO HI BIO,10
VI,10701,CUMETA FLOW PFNPE,4
VI,10734,,749
VI,10734,DUAL GOLD,1069
VI,10735,,90
VI,10735,PRIMAGRAM GOLD,243
VI,10735,PRIMAGRAM GOLD X LT 1,24
VI,10741,,56
VI,10741,METACINQUE,1756
VI,10741,METACINQUE X KG 1,3
VI,10771,,14
VI,10771,MOST MICRO,1019.7
VI,10890,,0.8
VI,10890,FLiPPER,224.55
VI,10926,,15
VI,10926,ALTOREX,43
VI,10929,CHIKARA 25 WG,8.25
VI,10944,,2
VI,10944,KARATE ZEON,27.25
VI,10948,VITISAN WG,15
VI,10976,,14
VI,10976,METEOR,59
VI,10976,METEOR X LT 1,40
VI,10999,BETANAL SE,9
VI,11011,,380
VI,11011,DASH HC,479
VI,11011,DASH HC X LT 1,260
VI,11011,DASH HC X LT 5,40
VI,11040,POLTIGLIA BORDOLESE DISPERSS BLU,30
VI,11045,DODIPREV 400 SC,19
VI,11059,,196
VI,11059,BIOPOWER,157
VI,11062,,1
VI,11070,,51120
VI,11070,TIOGOLD DISPERSS,3900
VI,11088,,109
VI,11102,,10
VI,11102,HELIOSOUFRE S,1021
VI,11107,,1
VI,11107,ECO-TRAP,124.6
VI,11107,ECO-TRAP (PZ),400
VI,11119,FLINT,73.4
VI,11133,SHELTER,1029
VI,11147,,99.5
VI,11165,,6
VI,11197,VITENE 45 WG,107
VI,11206,,168.5
VI,11206,CODACIDE,2269.5
VI,11206,CODACIDE X LT 2.5,20
VI,11243,,5
VI,11243,LEOPARD 5 EC,873.5
VI,11243,LEOPARD 5 EC X LT 1,159
VI,11243,LEOPARD 5 EC X LT 5,120
VI,11253,CALLISTO,25
VI,11255,,716
VI,11258,,45
VI,11258,FAZOR STAR,35
VI,11303,CHAMP DP,180
VI,11341,,14.3
VI,11341,STARANE GOLD,416
VI,11353,,100
VI,11353,FUSILADE MAX,531
VI,11353,FUSILADE MAX X LT 1,66
VI,11353,FUSILADE MAX X LT 5,90
VI,11359,SARCAP 800,1
VI,11379,,400
VI,11393,BEETLE,1
VI,11402,MELODY COMBI,15
VI,11448,KICKER,1
VI,11449,,140
VI,11449,GARDOPRIM GOLD,65
VI,11505,READY GERMIPLUS,941.5
VI,11526,,57
VI,11526,SULTAN,197
VI,11526,SULTAN X LT 1,6
VI,11549,ISOMATE OFM ROSSO FLEX,0.3
VI,11551,,0.09
VI,11561,,27
VI,11561,NEEMAZAL T/S,17.16
VI,11569,CUPROXAT S.D.I.,513
VI,11619,TIOFLOR WDG,71
VI,11649,,205
VI,11649,COMMAND 36 CS,13
VI,11649,COMMAND 36 CS X LT 0.8,14.4
VI,11687,ACTELLIC 5 NEWPHARM,75
VI,11693,LASER,12.68
VI,11694,CONSERVE SC,1.03
VI,11700,BOTANIGARD 22 WP,0.02
VI,11760,,840
VI,11760,POLITHIOL,900
VI,11779,KOP-TWIN,764
VI,11786,AQ 10 WG,0.1
VI,11793,XENTARI WG,20
VI,11802,TETRACAP 80 DG,72
VI,11857,MIDAURIL COMBI,210
VI,11908,VENTUREX 400 SC,2
VI,11944,ASPECT,100
VI,11964,POLTIGLIA CAFFARO 20 GD,50
VI,11999,,2000
VI,11999,BUSSOLA WG NC,60
VI,12010,TUAREG,65
VI,12020,SUCCESS,0.08
VI,12023,,127
VI,12037,CAMIX,155
VI,12043,,3
VI,12043,PREVICUR ENERGY,44.6
VI,12048,TIOSOL 80 WG,12587
VI,12068,TEFLUSTAR,600
VI,12090,,10
VI,12090,MICROSED GEO,670
VI,12090,MICROSED GEO X KG 10,370
VI,12096,,1420
VI,12096,POLTIGLIA DISPERSS,11075
VI,12096,POLTIGLIA DISPERSS X KG 15,15
VI,12106,TALENDO,66
VI,12114,AUXIGER LG,5.09
VI,12133,JUVINAL GOLD,11
VI,12170,,215
VI,12170,HELIOCUIVRE,140
VI,12225,TEPPEKI,8.6
VI,12225,TEPPEKI PFNPE,0.07
VI,12361,ALGEDI,0.4
VI,12368,,2
VI,12381,,113
VI,12381,NU-FILM-P,208
VI,12437,,54
VI,12437,DELAN 70 WG,39
VI,12452,EQUIP,625
VI,12453,,60
VI,12453,MILDICUT,1216
VI,12482,,445
VI,12482,LUMAX,2550
VI,12482,LUMAX X LT 20,2140
VI,12482,LUMAX X LT 5,145
VI,12514,VIPER,60
VI,12529,,10
VI,12534,,23.25
VI,12534,FOXTAIL,500.75
VI,12538,,15
VI,12540,REGRAN EXTRA,5
VI,12566,PYGANIC 1.4,29
VI,12573,EKO OIL SPRAY,79
VI,12590,,420
VI,12590,DIASTAR MAXI,950
VI,12590,DIASTAR MAXI X KG 10,40
VI,12622,QUANTUM,2.5
VI,12636,QUASAR 6-24 R,20
VI,12671,,108.21
VI,12671,HARMONY 50 SX,16.54
VI,12671,HARMONY 50 SX X GR 10,0.42
VI,12671,HARMONY 50 SX X GR 20,0.54
VI,12722,OSSICLOR 20 FLOW,542
VI,12737,AIRONE PIU',4300
VI,12754,VERDRAM HI BIO,524
VI,12756,,20
VI,12756,DICOTEX,91
VI,12759,OSSICLOR 35 WG,13406.2
VI,12768,,16
VI,12768,SPINTOR FLY,186
VI,12770,ALAR 85 GOLD,3
VI,12792,,23
VI,12792,MAGIC TANDEM,27
VI,12806,FEDOR,95
VI,12831,INSIGNIA,62.2
VI,12833,,0.03
VI,12834,,0.09
VI,12836,ISONET Z,4.65
VI,12859,BORNEO,0.5
VI,12860,MILBEKNOCK,1
VI,12862,,15
VI,12862,CANTUS,128
VI,12862,CANTUS X KG 1,2
VI,12863,FLORAMITE 240 SC,2
VI,12866,,1
VI,12866,COLLIS,1
VI,12868,,3
VI,12869,SIGNUM,94
VI,12878,FOLPAN GOLD,5701
VI,12878,FOLPAN GOLD X KG 1,25
VI,12878,FOLPAN GOLD X KG 5,20
VI,12883,PROSPER 300 CS,4900
VI,12883,PROSPER 300 CS X LT 1,26
VI,12886,,390
VI,12886,KARATHANE STAR,2152.8
VI,12886,KARATHANE STAR X LT 1,10
VI,12888,,2
VI,12888,LEPINOX PLUS,9.2
VI,12916,SACRON 45 W,24
VI,12933,,33
VI,12940,,8
VI,12940,KARATE ZEON 1.5,558
VI,12940,KARATE ZEON 1.5 X LT 1,270
VI,12949,AZUPEC 80 WG,5
VI,12961,,19
VI,12961,HEREU,15
VI,12994,VIVER ELITE WG,34
VI,13012,,2492
VI,13012,FOLVIT 80 WDG,24
VI,13018,GONDOR,136.5
VI,13020,MICRORAM 35 WG,0.5
VI,13061,BIOBIT DF,237
VI,13064,VITENE ULTRA SC,3181.5
VI,13065,DOMARK 125,11
VI,13084,,33
VI,13084,TELDOR PLUS,148
VI,13093,,88
VI,13093,STOMP AQUA,383
VI,13098,ROUNDUP POWER 2.0,8810
VI,13098,ROUNDUP POWER 2.0 X LT 1,32
VI,13098,ROUNDUP POWER 2.0 X LT 5,5
VI,13106,IKANOS,13
VI,13120,,88
VI,13120,MYSTIC 430 SC,17
VI,13126,,1057
VI,13126,CABRIO DUO,1843
VI,13127,VALIS F,70
VI,13143,MEZENE WG,1
VI,13149,,480
VI,13149,POLTIGLIA MANICA 20 WG,92
VI,13150,CURAME 25 WG,149
