"Prodotti fitosanitari venduti nell'anno 2022
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2022, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VE;10381;CONCORDE 40 EW;12,25
VE;10381;CONCORDE 40 EW PFnPE;16,73
VE;10415;;2,5
VE;10415;ARIC 480 L.S.;38,5
VE;10423;;56
VE;10425;;1
VE;10461;DICOTURF;2,5
VE;10461;DICOTURF PFnPE;129
VE;10479;;3
VE;10479;NATURALIS;70
VE;10573;;900
VE;10577;;703,5
VE;10585;;110
VE;10585;SULCOTREK;1.100,00
VE;10588;;19
VE;10588;BIOPIREN PLUS;72
VE;10589;;1,69
VE;10589;FLORA VERDE PFnPE;2,5
VE;10604;;16,4
VE;10604;EMERALD 40 EW;20,34
VE;10604;EMERALD 40 EW 250 ML;1,5
VE;10604;EMERALD 40 EW PFnPE;62,54
VE;10627;;16
VE;10632;;415
VE;10632;COBRE NORDOX SUPER 75 WG;165
VE;10701;;6,5
VE;10701;CUMETA FLOW;83,5
VE;10701;CUMETA FLOW PFnPE;316,5
VE;10734;;6.619,00
VE;10734;DUAL GOLD;3.281,00
VE;10735;;2.579,00
VE;10735;PRIMAGRAM GOLD;946
VE;10741;;6
VE;10741;METACINQUE;27
VE;10741;METACINQUE PFnPE;50
VE;10752;;204,75
VE;10752;STEWARD;56
VE;10771;;2.253,00
VE;10771;MOST MICRO;1.628,00
VE;10839;;619
VE;10839;LUMAKIDIN ESCA;342
VE;10878;PANESCA;13
VE;10890;;631
VE;10890;FLiPPER;125
VE;10890;FLiPPER PFnPE;4,9
VE;10926;;62
VE;10926;ALTOREX;1
VE;10929;;1,55
VE;10929;CHIKARA 25 WG;0,1
VE;10944;;392,25
VE;10944;KARATE ZEON;332
VE;10948;;2,5
VE;10952;;145
VE;10976;;2.659,19
VE;10976;METEOR;547,49
VE;10976;METEOR 30 ML;32
VE;10976;METEOR PFnPE;256,19
VE;10999;;230
VE;10999;BETANAL SE;626
VE;11011;;5.011,00
VE;11011;DASH HC;1.971,00
VE;11012;;90
VE;11059;;329
VE;11059;BIOPOWER;31
VE;11062;;66
VE;11062;BION 50 WG;3
VE;11070;;16.165,00
VE;11088;;15
VE;11102;;140
VE;11102;HELIOSOUFRE S;10
VE;11107;;36
VE;11119;;312,15
VE;11119;FLINT;14
VE;11150;;250
VE;11173;;578
VE;11173;AVAUNT EC;566
VE;11190;;8
VE;11196;;160
VE;11206;;3.400,00
VE;11206;CODACIDE;1.507,50
VE;11212;BATKUR;14
VE;11243;;412
VE;11243;LEOPARD 5 EC;2.264,00
VE;11253;;151
VE;11253;CALLISTO;311
VE;11257;;33
VE;11257;COSTAR WG;1,5
VE;11258;;105
VE;11303;;1.210,00
VE;11303;CHAMP DP;160
VE;11341;;992
VE;11341;STARANE GOLD;574
VE;11353;;192
VE;11353;FUSILADE MAX;119
VE;11355;;9.150,00
VE;11359;;10
VE;11393;BEETLE;19
VE;11416;;930
VE;11448;;49
VE;11448;KICKER;13
VE;11449;;12.673,00
VE;11479;;126
VE;11479;BRANCHER DIRADO;5
VE;11497;;23
VE;11499;BUSTER;0,5
VE;11505;;133
VE;11505;READY GERMIPLUS;14,5
VE;11513;EXILIS;80
VE;11526;;325
VE;11526;SULTAN;289
VE;11561;;193,54
VE;11561;NEEMAZAL T/S;4,22
VE;11569;;182
VE;11569;CUPROXAT S.D.I.;15
VE;11611;;20
VE;11611;VYDATE 10L;5
VE;11619;TIOFLOR WDG;1.814,00
VE;11648;;0,85
VE;11648;AZACTIVA;0,75
VE;11648;AZACTIVA PFnPE;11,1
VE;11649;;63,2
VE;11649;COMMAND 36 CS;1
VE;11654;;73
VE;11654;VERIN;8
VE;11678;;107
VE;11678;ACTELLIC 2/P NEWPHARM;2
VE;11687;;250
VE;11690;;45
VE;11693;;112,75
VE;11693;LASER;17,6
VE;11693;LASER PFnPE;0,5
VE;11694;;3,4
VE;11694;CONSERVE SC;0,1
VE;11694;CONSERVE SC PFnPE;9,88
VE;11700;BOTANIGARD 22 WP;0,17
VE;11711;;530
VE;11711;MEXIRAM HI BIO;890
VE;11730;COSMOTRIN PFnPE;0,45
VE;11760;;1.500,00
VE;11760;POLITHIOL;1.660,00
VE;11762;;1.225,00
VE;11762;FORUM STAR;390
VE;11767;;271
VE;11767;BIG MAIS;126
VE;11779;;300
VE;11786;;0,12
VE;11789;;3
VE;11793;;1,5
VE;11793;XENTARI WG;0,5
VE;11802;;80
VE;11814;;25
VE;11814;SPADA 200 EC;6
VE;11852;;9,36
VE;11852;SEVEN PFnPE;945,5
VE;11854;;64
VE;11866;AGRO-OIL PFnPE;3
VE;11870;;14
VE;11870;CUPRITAL S.D.I.;0,75
VE;11870;CUPRITAL S.D.I. PFnPe;5,75
VE;11872;RIFLE 3-18-R;14
VE;11944;;100
VE;11991;;1
VE;11991;NEEMIK TEN;31
VE;11997;MAVRIK CASA GIARDINO PFnPO;3,6
VE;11999;;1.355,00
VE;12010;;11
VE;12010;TUAREG;101
VE;12020;;12,41
VE;12020;SUCCESS;0,3
VE;12020;SUCCESS PFnPE;28,77
VE;12037;;1.830,00
VE;12037;CAMIX;100
VE;12041;;108
VE;12043;;118,4
VE;12043;PREVICUR ENERGY;4
VE;12043;PREVICUR ENERGY PFnPE;3,2
VE;12044;;67,5
VE;12048;;364
VE;12048;TIOSOL 80 WG;160
VE;12048;TIOSOL 80 WG 500 GR;10
VE;12067;CIPER;4
VE;12090;MICROSED GEO;120
VE;12096;;21.695,00
VE;12096;POLTIGLIA DISPERSS;3.645,00
VE;12100;;196
VE;12100;ASSET DUO;119
VE;12106;;90,5
VE;12106;TALENDO;45
VE;12114;;45
VE;12114;AUXIGER LG;7
VE;12149;;7
VE;12170;;285
VE;12170;HELIOCUIVRE;5
VE;12172;;69,5
VE;12172;FERRAMOL;12
VE;12172;FERRAMOL PFnPE;528,5
VE;12225;;25,91
VE;12225;TEPPEKI;9,83
VE;12225;TEPPEKI GR 10;13
VE;12225;TEPPEKI GR 10 PFnPE;0,72
VE;12225;TEPPEKI PFnPE;5,68
VE;12285;;3.061,00
VE;12285;FORUM GOLD;895
VE;12296;GAIO SX;0,4
VE;12315;;1,81
VE;12315;ORTIVA HOBBY;1,94
VE;12319;KRONOS;6
VE;12323;;870
VE;12323;VEBIZOLFO WG PFnPE;35
VE;12344;;59,65
VE;12344;VEBITHRIN 5 EC;10,7
VE;12344;VEBITHRIN 5 EC PFnPE;45,1
VE;12361;;52,6
VE;12361;ALGEDI;60
VE;12368;;2
VE;12375;SUGAR 500 SC;20
VE;12381;;23
VE;12437;;283
VE;12437;DELAN 70 WG;34
VE;12452;;50
VE;12452;EQUIP;7
VE;12453;;246
VE;12453;MILDICUT;34
VE;12461;;2
VE;12470;;0,5
VE;12482;;18.710,00
VE;12482;LUMAX;7.935,00
VE;12526;;11,25
VE;12526;ALIETTE ORTO E GIARDINO PFnPE;17
VE;12528;;26
VE;12528;CABRIO TOP;10
VE;12529;;170
VE;12529;TUCANA 25 EC;2
VE;12534;;157,8
VE;12534;FOXTAIL;6,75
VE;12534;FOXTAIL PFnPE;114,49
VE;12540;;56
VE;12551;;2.038,00
VE;12551;BUMPER T;215
VE;12566;;10,22
VE;12566;PYGANIC 1.4;4
VE;12566;PYGANIC 1.4 PFnPE;27,25
VE;12573;EKO OIL SPRAY;100
VE;12590;;7.110,00
VE;12590;DIASTAR MAXI;650
VE;12622;;31
VE;12622;QUANTUM;48
VE;12625;;1
VE;12628;;35
VE;12647;GLITTER;5
VE;12662;METAFOL 700 SC;105
VE;12671;;72,22
VE;12671;HARMONY 50 SX;38,56
VE;12692;SPRUZIT INSETTICIDA PFnPE;6
VE;12722;;21,5
VE;12722;OSSICLOR 20 FLOW;21
VE;12722;OSSICLOR 20 FLOW PFnPE;79,75
VE;12737;;5.039,00
VE;12737;AIRONE PIU';3.746,00
VE;12737;AIRONE PIU' PFnPE;95,5
VE;12738;KING 360 HP;70
VE;12748;;180
VE;12754;;10
VE;12756;;32
VE;12756;DICOTEX;3
VE;12759;;445
VE;12759;OSSICLOR 35 WG;40,8
VE;12759;OSSICLOR 35 WG PFnPE;1.429,30
VE;12763;;51
VE;12763;PYGRAIN;5
VE;12768;SPINTOR FLY;1
VE;12770;;1
VE;12785;;2.400,00
VE;12788;;64
VE;12788;ADIGOR;59
VE;12792;;1.564,00
VE;12792;MAGIC TANDEM;1.351,00
VE;12793;ZOLFO AFEPASA 80 WG;75
VE;12806;;490
VE;12806;FEDOR;118
VE;12828;;4
VE;12828;SITOFEX;3
VE;12831;;16
VE;12831;INSIGNIA;2
VE;12833;ISOMATE C/OFM;12
VE;12834;;5,96
VE;12834;ISONET L PLUS;3
VE;12835;;0,71
VE;12839;ECODIAN STAR;11
VE;12843;;0,73
VE;12843;CHECKMATE CM-F;1
VE;12844;;0,78
VE;12847;EAGLE;65,77
VE;12847;EAGLE PFnPE;1,85
VE;12857;;0,5
VE;12859;;0,04
VE;12859;BORNEO PFnPE;0,02
VE;12862;;506
VE;12862;CANTUS;322
VE;12866;;16
VE;12866;COLLIS;1
VE;12868;;12
VE;12868;BELLIS;3
VE;12869;;964,5
VE;12869;SIGNUM;120
VE;12878;;4.495,00
VE;12878;FOLPAN GOLD;2.596,00
VE;12883;;1.066,00
VE;12883;PROSPER 300 CS;812
VE;12886;;1.111,00
VE;12886;KARATHANE STAR;798
VE;12888;;44
VE;12888;LEPINOX PLUS;7
VE;12933;;33
VE;12933;MOXYL 20 WP;3
VE;12940;;439,5
VE;12940;KARATE ZEON 1.5;307
VE;12961;;44
VE;12994;;1
VE;12994;VIVER ELITE WG;30
VE;13012;;3.396,00
VE;13018;;89
VE;13020;;9,5
VE;13020;MICRORAM 35 WG PFnPE;57
VE;13061;;108
VE;13061;BIOBIT DF;59
VE;13062;;34
VE;13063;;0,1
VE;13064;;318
VE;13064;VITENE ULTRA SC;149
VE;13065;;39,75
VE;13065;DOMARK 125;156
VE;13065;DOMARK 125 PFnPE;0,7
VE;13083;;125
VE;13083;CURZATE EFFE;230
VE;13084;;268,6
VE;13084;TELDOR PLUS;55
VE;13084;TELDOR PLUS PFnPE;0,2
VE;13093;;1.889,00
VE;13093;STOMP AQUA;1.004,00
VE;13098;;3.572,50
VE;13098;ROUNDUP POWER 2.0;5.970,50
VE;13098;ROUNDUP POWER 2.0 500 ML;36
VE;13098;ROUNDUP POWER 2.0 PFnPE;1.197,00
VE;13106;;6
VE;13108;;40
VE;13108;CURAME BORDEAUX;159
VE;13116;;22
VE;13120;;231
VE;13126;;542
VE;13126;CABRIO DUO;42
VE;13127;VALIS F;382
VE;13149;;256,5
VE;13149;POLTIGLIA MANICA 20 WG;380,5
VE;13149;POLTIGLIA MANICA 20 WG PFnPE;351
VE;13150;CURAME 25 WG;32
VE;13154;;1.794,00
VE;13154;MONDAK 480 S;646
VE;13156;;10
VE;13156;CAMBEL 480 S;206
VE;13158;;114
VE;13158;REMEDIER;66
VE;13158;REMEDIER PFnPE;5
VE;13159;;449
VE;13160;;2.318,00
VE;13160;FORUM TOP;747
VE;13168;;8.171,00
VE;13168;LAUDIS;2.913,00
VE;13205;;20
VE;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFFINATO;170
VE;13213;;1.281,00
VE;13213;R6 ERRESEI ALBIS;1.453,00
VE;13218;;80
VE;13218;FINALSAN PLUS;90
VE;13236;;480
VE;13236;BULLET;20
VE;13242;;454
VE;13242;NICOGAN V.O.;787
VE;13244;;2.500,00
VE;13252;;45
VE;13252;PLAYER 250 SC;239
VE;13253;;1.220,00
VE;13253;PLAYER SC;379
VE;13255;;14
VE;13255;PLAYER GR;7
VE;13263;;3,5
VE;13263;BORDORAM 20 WG PFnPE;4
VE;13285;;4
VE;13285;SEVERAL;3
VE;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTILATO RAMATO 3% NEW;175
VE;13298;;15
VE;13311;;15
VE;13313;;140
VE;13313;CASPER;5
VE;13323;;2,5
VE;13323;SULFY 80 WDG PFnPE;101
VE;13324;;43,75
VE;13324;CUPRIZOL S;4,25
VE;13324;CUPRIZOL S PFnPE;12,5
VE;13327;;53,7
VE;13327;GRANSTAR ULTRA SX;32,4
VE;13367;DIVO;10
VE;13377;;111
VE;13382;;565,5
VE;13382;PERGADO SC;11
VE;13382;PERGADO SC PFnPE;46
VE;13386;;844
VE;13386;PROSARO;701
VE;13387;;169,07
VE;13387;FLORAMIX;56,52
VE;13388;;2,2
VE;13389;;5.381,00
VE;13389;AFFIRM;1.734,00
VE;13391;;29
VE;13391;CYTHRIN 50 EC;4
VE;13391;CYTHRIN 50 EC PFnPE;2,5
VE;13451;;248
VE;13451;SPARVIERO;8
VE;13455;;115
VE;13455;ANTIGRAM GOLD;838
VE;13466;;790
VE;13466;SPOTLIGHT PLUS;351
VE;13468;;16,45
VE;13468;CLINER;0,2
VE;13468;CLINER PFnPE;7,85
VE;13471;;12
VE;13472;;124
VE;13485;;700
VE;13485;FOLPEC 80 WG ADVANCE;5
VE;13486;;149
VE;13489;CYMBAL;23
VE;13522;SPIDER KILL PFnPE;0,32
VE;13540;;20
VE;13552;;119
VE;13552;ZOLVIS 80 SECTOR;1.179,00
VE;13552;ZOLVIS 80 SECTOR PFnPE;648
VE;13576;;116
VE;13576;RAMEPLANT WG PFnPE;206
VE;13578;;5
VE;13585;SOLOFOL;825
VE;13586;;83,5
VE;13586;VERDERAME 20 WG PFnPE;100
VE;13592;;65
VE;13592;VOLARE;3,85
VE;13635;;325
VE;13635;POLTIGLIA 20 PB MANICA PFnPE;104,5
VE;13637;;1.966,20
VE;13637;PERGADO F;890
VE;13647;NEORAM BLU WG;10
VE;13647;NEORAM BLU WG 500 GR;30
VE;13648;;124
VE;13689;;23,5
VE;13689;FLINT MAX;6,5
VE;13693;;5,1
VE;13698;;239,75
VE;13698;VIVANDO;189,25
VE;13700;;130,5
VE;13711;;2.559,00
VE;13711;QUIZA 5 EC;14
VE;13736;;0,75
VE;13736;TRACE;1,5
VE;13741;;26
VE;13771;;100
VE;13771;NIMROD 250 EW;6
VE;13789;;85
VE;13791;;154,5
VE;13791;GEATER-STAR;12
VE;13791;GEATER-STAR 500 GR;26,5
VE;13791;GEATER-STAR PFnPE;269
VE;13792;;885
VE;13792;STABILAN;59
VE;13794;;413
VE;13794;SPADA WDG;12
VE;13809;;52.740,00
VE;13809;FORCE ULTRA;14.950,00
VE;13815;;0,5
VE;13815;TUTOR 18-15 PFnPE;12,5
VE;13823;;41
VE;13823;ALVERDE;1
VE;13838;;12
VE;13838;xedavir pfnpe;3
VE;13841;;20.707,00
VE;13841;FOCUS ULTRA;7.107,00
VE;13842;;1.200,00
VE;13856;;162
VE;13876;;800
VE;13876;APACHE;92
VE;13885;;1
VE;13895;;5
VE;13905;;60
VE;13913;;15
VE;13925;;62,5
VE;13926;;18
VE;13927;;1.407,00
VE;13927;ZAMIR 18;1.562,50
VE;13930;MARINS 200 CLASS;3
VE;13981;;1.522,40
VE;13981;CORAGEN;444,85
VE;13983;;25
VE;13998;;136
VE;13998;PYRUS 400 SC;20
VE;14018;;69
VE;14018;BASIC;3
VE;14018;BASIC PFnPE;7
VE;14020;;28
VE;14020;LIDAL;6
VE;14021;;1.295,00
VE;14021;BREK DUO;460
VE;14044;JOKER 480;47
VE;14058;;660,25
VE;14058;FEINZIN 70 DF;291,5
VE;14062;;661
VE;14062;ZOXIUM 240 SC;236
VE;14074;TRINEX 250 EW;12
VE;14077;;2
VE;14100;;67
VE;14100;KANEMITE;5
VE;14101;;902
VE;14101;CARAMBA;149
VE;14102;;1.765,00
VE;14102;BORDOFLOW NEW;520
VE;14109;;795
VE;14119;VISIR PENCOTECH;14
VE;14135;GRENADIER 75 DF;0,12
VE;14136;;3,5
VE;14136;OBERON;1,5
VE;14137;;41,8
VE;14137;ALTACOR;4,5
VE;14154;;4,94
VE;14154;PIRETRO ACTIGREEN PFnPE;14,66
VE;14156;CURZATE R WG;30
VE;14165;;1.326,00
VE;14165;NANDO MAXI;299
VE;14166;;1
VE;14178;;520
VE;14178;TRI-BASE;10
VE;14182;;18
VE;14182;ARES 25 WG;93
VE;14193;SARMOX 45 DG;47
VE;14195;;512
VE;14210;;759
VE;14210;EVURE PRO;517
VE;14232;;1
VE;14257;;454,5
VE;14257;UNDERLINE 0,2 500 GR;4,5
VE;14257;UNDERLINE 0,2 G;82
VE;14257;UNDERLINE 0,2 G PFnPE;773,5
VE;14262;;19,06
VE;14262;GREENEX NF;0,4
VE;14262;GREENEX NF 40 ML;0,24
VE;14262;GREENEX NF PFnPE;45,28
VE;14294;;0,9
VE;14336;;53
VE;14336;NEMATHORIN 150 EC;6
VE;14375;;2.463,00
VE;14375;LION 5 EC;628
VE;14387;;653
VE;14387;NERVURE SUPER;248
VE;14390;;2.035,00
VE;14390;BOOM EFEKT;1.344,00
VE;14406;;36
VE;14407;;29,5
VE;14407;RUNWAY;4,5
VE;14409;;1.744,00
VE;14409;MOVENTO 48 SC;414
VE;14410;;42,75
VE;14414;;42,6
VE;14414;DUSTY;61
VE;14414;DUSTY PFnPE;698,5
VE;14418;;247
VE;14418;PULSAR 40 SL;39
VE;14431;;101
VE;14431;LENTAGRAN 45 WP;8
VE;14432;;0,9
VE;14434;;4,42
VE;14434;NUANCE;4,04
VE;14472;PARTNER EC;468
VE;14474;TEBUSIP COMBI;10
VE;14479;;10.210,00
VE;14479;SCHERMO 0.5 G;5.195,00
VE;14523;;44
VE;14547;;33,5
VE;14547;BAC MK PFnPE;8
VE;14548;;3
VE;14559;;300
VE;14577;;2.007,00
VE;14577;FORUM R 3B;2.214,00
VE;14636;;2.893,80
VE;14636;BIOLID UP;1.510,00
VE;14636;BIOLID UP 500 ML;23
VE;14636;BIOLID UP PFnPE;155,3
VE;14642;;9.720,00
VE;14642;RIDOMIL GOLD R WG;704
VE;14664;BERELEX 40 SG;0,13
VE;14679;;330
VE;14684;;11
VE;14686;;1.105,00
VE;14686;KOCIDE OPTI;305
VE;14697;;418
VE;14697;ENERVIN DUO;104
VE;14699;;77
VE;14699;GEOXE;1
VE;14709;;1,6
VE;14709;ISOMATE A/OFM;7
VE;14735;;1
VE;14735;RANMAN TOP;1,5
VE;14737;;7.748,50
VE;14737;ROUNDUP PLATINUM;791
VE;14737;ROUNDUP PLATINUM PFnPE;500
VE;14739;;140
VE;14739;DELTAM 15 EW 10 ML;0,1
VE;14739;DELTAM PROTECT AL 1 LT;24
VE;14739;DELTAM PROTECT PFnPE;79
VE;14740;;66,5
VE;14764;;15
VE;14764;SLUXX;15
VE;14765;;4.389,00
VE;14765;ELUMIS;2.203,00
VE;14785;;13
VE;14812;;2.229,00
VE;14812;ENERVIN TOP;920
VE;14836;;28
VE;14836;BARBARIAN BIOGRADE 360 PFnPE;410,5
VE;14838;;1.950,00
VE;14838;BARCLAY GALLUP BIOGRADE 360;2.222,00
VE;14845;;244
VE;14846;;75
VE;14846;AVALON 250 EW;67
VE;14854;;70
VE;14872;;27,5
VE;14872;BELLIS DRUPACEE;12,5
VE;14876;;35
VE;14879;;29,55
VE;14879;LONTREL 72 SG;6,45
VE;14884;;10.933,00
VE;14884;CORUM;5.780,00
VE;14885;;6
VE;14891;;10
VE;14897;;15
VE;14914;;120
VE;14918;;879
VE;14918;RIVIOR;118
VE;14919;;6,54
VE;14919;EMERALD 125 PFnPE;8,35
VE;14935;;771
VE;14935;TIMELINE TRIO;267
VE;14936;;1.331,50
VE;14936;AMPLIGO;359
VE;14937;VOLIAM TARGO;9
VE;14938;;3,5
VE;14938;DEDICATE;1,25
VE;14947;;2.699,50
VE;14947;TRUSTEE 450;120
VE;14947;TRUSTEE 450 PFnPE;1.015,50
VE;14947;VEBI TRUSTEE 450 TM 500 ML;336
VE;14967;;349
VE;14967;TIPTOR ULTRA;294
VE;14969;;6.040,00
VE;14969;HOPPER 480;700
VE;14970;POLYSECT ULTRA SL;2,4
VE;14972;;6
VE;14980;;37
VE;15005;;48
VE;15005;FONTELIS;18
VE;15013;;80
VE;15013;NATRIA LUMACHICIDA 500 GR;3
VE;15013;NATRIA LUMACHICIDA PFnPE;191
VE;15013;S L B LUMACHICIDA 500 GR;10
VE;15015;NATRIA LUMACHICIDA GIARDINO (PFnPO);3
VE;15023;;360
VE;15023;DERREX;40
VE;15037;;32
VE;15037;BREZZA;2
VE;15039;;36
VE;15039;GAMIT 36 CS;5
VE;15044;;723
VE;15047;;107
VE;15047;R6 ERRESEI BORDEAUX WG;63
VE;15047;R6 ERRESEI BORDEAUX WG PFnPE;10,5
VE;15048;;1
VE;15049;;192
VE;15049;MODDUS;153
VE;15050;;431
VE;15050;VERTIMEC PRO;280
VE;15051;;2.077,00
VE;15051;KYLEO;1.165,00
VE;15052;KAIMO SORBIE;5
VE;15056;;1.481,00
VE;15056;TOMCATO;445
VE;15057;;2
VE;15058;;359,92
VE;15058;PRINCIPAL MAIS;303,6
VE;15059;;2.302,75
VE;15059;DECIS EVO;780,75
VE;15062;;467
VE;15062;PIRAMAX  EC;11
VE;15064;;1
VE;15071;;330
VE;15071;EVOLUTION;151
VE;15083;AUDACE;36
VE;15096;;2.712,50
VE;15096;GLIPHOGAN TOP CL;731,5
VE;15096;GLIPHOGAN TOP CL 500ML;144
VE;15096;GLIPHOGAN TOP CL PFnPE;7.635,50
VE;15111;;39
VE;15115;;932
VE;15115;PROSPER 500 EC;50
VE;15121;;2.290,00
VE;15121;BIOCUPRO;60
VE;15122;;1
VE;15122;ACTELLIC 50 NEWPHARM;1
VE;15124;;30
VE;15124;ZANTARA;159
VE;15127;;60
VE;15127;SANVINO;349
VE;15130;;707
VE;15130;INTREPID;232
VE;15135;;51
VE;15142;;6.993,00
VE;15142;ALCANCE SYNC TEC;2.796,00
VE;15149;;865
VE;15149;COSAVET DF EDGE;1.975,00
VE;15168;;5
VE;15177;;17
VE;15200;;4
VE;15201;;2
VE;15201;FLOXY 400 SC;5
VE;15213;;35,3
VE;15213;DEMETRINA FLOW;15,74
VE;15213;DEMETRINA FLOW 10 ML;0,08
VE;15213;DEMETRINA FLOW 100 ML;1,6
VE;15213;DEMETRINA FLOW 50 ML AFICIDA;24
VE;15213;DEMETRINA FLOW PFnPE;121,64
VE;15221;;356
VE;15221;ZETARAM PLUS;15
VE;15222;;1.151,00
VE;15222;FOLICUR COMBI WG;179
VE;15229;;150
VE;15229;STOPPER P;240
VE;15233;DALET TRIO;185
VE;15235;;227,5
VE;15235;MOMENTUM PFnPE;40
VE;15237;;25
VE;15247;;96
VE;15250;COPRANTOL DUO;10
VE;15251;;2.040,00
VE;15251;AIRONE LIQUIDO;440
VE;15253;;261
VE;15263;;155
VE;15263;DYNALI;60
VE;15264;;1.016,00
VE;15264;ENERVIN SC;498
VE;15265;;91
VE;15265;PROMAN FLOW;177
VE;15266;;5.190,00
VE;15266;QUARTET;1.560,00
VE;15267;KUSABI;90,3
VE;15285;PRIMMA STAR;1,23
VE;15289;;1,8
VE;15291;;163,8
VE;15291;TURFENE PLUS 100 ML;3,4
VE;15291;TURFENE PLUS DISERBO ML 500;3
VE;15291;TURFENE PLUS PFnPE;229,14
VE;15292;VERTIARO;21
VE;15293;;20
VE;15293;MAVITA 250 EC;102
VE;15294;;1.128,00
VE;15296;;3
VE;15298;;31
VE;15298;HERBISTOP PRONTO USO PFnPE;10
VE;15302;;501
VE;15302;AMYLO-X;97
VE;15307;;7,5
VE;15310;NISSHIN EXTRA 6 OD;18
VE;15317;;3.784,00
VE;15326;;7.950,00
VE;15331;;23,5
VE;15333;;0,61
VE;15333;APPLAUD PLUS PFnPE;1,59
VE;15335;;23
VE;15337;;4,6
VE;15344;;106
VE;15346;;104
VE;15348;;24
VE;15348;RIDOMIL GOLD R LIQUIDO;155
VE;15349;;68
VE;15356;;1
VE;15358;;710
VE;15358;ZOLFO FLOW MCT;420
VE;15358;ZOLFO FLOW MCT PFnPE;25
VE;15363;;401
VE;15363;MEDEIRO 80 WG ADVANCE;12
VE;15363;MEDEIRO 80 WG ADVANCE PFnPE;3
VE;15369;;121
VE;15369;MAGMA TRIPLE;20
VE;15375;NIC 4;108
VE;15378;;239
VE;15378;TRAXOS PRONTO 60;304
VE;15379;;345,75
VE;15379;AXIAL PRONTO 60;309,73
VE;15384;;90
VE;15389;;1.550,00
VE;15401;;840
VE;15401;TAIFUN MK CL;2.658,00
VE;15401;TAIFUN MK CL PFnPE;1.464,50
VE;15405;;3.843,50
VE;15405;SHAMAL MK PLUS CL;452
VE;15405;SHAMAL MK PLUS CL DISERBO 500 ML;48
VE;15405;SHAMAL MK PLUS CL PFnPE;1.119,00
VE;15416;DIZOLE;24
VE;15419;;70
VE;15419;ELECTIS R FLOW;10
VE;15422;;85,68
VE;15422;TITUS DUO;12,42
VE;15433;;31
VE;15433;ATLAS;2
VE;15448;;378
VE;15449;;1.079,00
VE;15449;CIDELY;235
VE;15455;TELDOR PLUS ORTO PFnPE;1,4
VE;15468;;15
VE;15483;;127
VE;15491;;9
VE;15493;SIMUN 40 OD;465
VE;15498;ARPEL DUO;35
VE;15499;;633,5
VE;15499;SONG 70 WDG;536,75
VE;15507;CREW SUPERB;20
VE;15513;;1.082,00
VE;15513;OSSICLOR 35 WG GREEN;58
VE;15514;CUPRAVIT BLU 35 WG PFnPE;7,7
VE;15534;PREVINT DUO;10
VE;15543;;16
VE;15543;LUMACHICIDA FER PFnPE;44
VE;15546;;96,7
VE;15546;BIATHLON 4D;56,15
VE;15549;;70
VE;15550;;37
VE;15553;;32
VE;15553;REGALIS PLUS;9
VE;15556;;5
VE;15566;;241
VE;15566;VISION PLUS;60
VE;15567;BELPROIL-A;15
VE;15574;;85
VE;15574;KARMA 85;70
VE;15581;;11
VE;15583;;11
VE;15591;PREVINT TOP;2
VE;15598;;47
VE;15610;;37
VE;15612;;11,85
VE;15612;SEMPRA;1,65
VE;15618;FULLDINA 400 SC;1
VE;15621;;5,1
VE;15621;BOTTO 50 EC;62,4
VE;15621;BOTTO 50 EC PFnPE;10,2
VE;15630;;224
VE;15633;;26
VE;15635;;1.966,00
VE;15635;ADENGO XTRA;627
VE;15651;;20
VE;15651;FLANKER;12
VE;15662;LESTRA;2,01
VE;15665;;214,4
VE;15665;KEMPO SORBIE;98,4
VE;15668;;95
VE;15668;GHIBLI 240 OD;10
VE;15674;;75,75
VE;15674;AMADEUS TOP;16
VE;15677;;10,75
VE;15677;KARDON 100;11,25
VE;15689;;52
VE;15693;;2
VE;15712;;1.540,00
VE;15712;SATELITE;25
VE;15713;;6,2
VE;15713;DIABLO SC;5
VE;15722;;70
VE;15725;;62,3
VE;15725;DUAXO;0,6
VE;15725;DUAXO PFnPE;125
VE;15735;;73,5
VE;15735;IKEBANA TRIPLE ACCION PFnPO;83,25
VE;15736;;1.435,00
VE;15736;KOPRON 35 WG;80
VE;15741;;20
VE;15741;AVADEX FACTOR;20
VE;15744;;6,5
VE;15748;;281
VE;15748;SYLLIT 544 SC;22
VE;15751;;112,5
VE;15751;VITENE TRIPLO R;302
VE;15751;VITENE TRIPLO R PFnPE;1.362,50
VE;15752;;1
VE;15753;;0
VE;15769;;2.942,00
VE;15779;;0,2
VE;15780;;330
VE;15790;;300
VE;15831;;22
VE;15834;;1
VE;15838;;1.440,00
VE;15838;ROUNDUP ULTRAMAX;300
VE;15856;;168
VE;15868;CENTURION PRO;125
VE;15886;METAREX INOV;20
VE;15890;CURZATE 60 WG;1,6
VE;15898;;37,25
VE;15898;FILAL WG PFnPE;3
VE;15900;;13.970,00
VE;15900;TRIKA EXPERT;2.430,00
VE;15901;;16.910,00
VE;15901;ERCOLE;17.170,00
VE;15907;;120
VE;15907;PRESIDIUM ONE;269
